,time HR,HR,time ET,ET,time EH,EH,time ST,ST,time GSR,GSR,time Acc,Acc,time SR,SR,time Risk,Risk,time HI Risk,HI Risk,time CT Risk,CT Risk,time LR Risk,LR Risk,time est CT,est CT
394,1488327279.6458712,91.0,1488327280.786358,38.04,1488327279.465601,0.7287,,,1488327279.556273,637.0,,,,,1488328934.706912,0.15427902394067863,1488328934.706912,0.3396486414662468,1488328934.706912,0.019889755836712774,1488328934.706912,0.10329867451907633,1488327279.6458712,37.218643204146915
395,1488327281.115832,91.0,1488327282.285438,38.06,1488327280.9363358,0.7291,,,1488327281.0258539,245.0,,,,,1488328940.638979,0.1579042681149763,1488328940.638979,0.3382473208205775,1488328940.638979,0.022686008229333497,1488328940.638979,0.11277947529501792,1488327281.115832,37.22161170725556
396,1488327282.585763,91.0,1488327283.756825,38.04,1488327282.4064052,0.7293999999999999,,,1488327282.4958599,313.0,,,,,1488328946.633114,0.15549728308096197,1488328946.633114,0.3377816457219933,1488328946.633114,0.020726249092184706,1488328946.633114,0.10798395442870792,1488327282.585763,37.224430479614895
397,1488327284.0567338,90.0,1488327285.227176,38.09,1488327283.87653,0.7289,,,1488327283.9665291,337.0,,,,,1488328952.6329029,0.15453495048940144,1488328952.6329029,0.33684395634606773,1488328952.6329029,0.020449067785284894,1488328952.6329029,0.10631182733685175,1488327284.0567338,37.22597422320329
398,1488327285.526036,89.0,1488327286.695822,38.09,1488327285.3754911,0.7283,,,1488327285.436617,286.0,,,,,1488328958.827164,0.1666968169029878,1488328958.827164,0.3363767020207925,1488328958.827164,0.028952550430684308,1488328958.827164,0.13476119825748661,1488327285.526036,37.22630764313131
399,1488327286.996737,88.0,1488327288.166216,38.07,1488327286.8454862,0.7277,,,1488327286.906593,344.0,,,,,1488328964.9334111,0.16751070552881805,1488328964.9334111,0.33543781275908174,1488328964.9334111,0.029835294033534927,1488328964.9334111,0.13725900979383746,1488327286.996737,37.225491179407165
400,1488327288.466642,88.0,1488327289.636724,38.07,1488327288.316163,0.7269,,,1488327288.4055738,541.0,,,,,1488328970.7785332,0.1719076753746697,1488328970.7785332,0.3354399795440716,1488328970.7785332,0.03263375875260753,1488328970.7785332,0.14764928782732994,1488327288.466642,37.22471522129741
401,1488327289.936752,89.0,1488327291.106647,38.09,1488327289.78598,0.7258,,,1488327289.875575,263.0,,,,,1488328976.6591969,0.1711482560211193,1488328976.6591969,0.33473221165847633,1488328976.6591969,0.03301897698189002,1488328976.6591969,0.14569357942299158,1488327289.936752,37.22511186544107
402,1488327291.436168,89.0,1488327292.576729,38.07,1488327291.256171,0.7252,,,1488327291.3467221,327.0,,,,,1488328982.631181,0.16620417937182666,1488328982.631181,0.33402204584746814,1488328982.631181,0.03058168407283325,1488328982.631181,0.13400880819517863,1488327291.436168,37.22548870345433
403,1488327292.906195,89.0,1488327294.075768,38.1,1488327292.726752,0.7254999999999999,,,1488327292.816113,294.0,,,,,1488328989.105868,0.15933476932289434,1488328989.105868,0.3340230813827182,1488328989.105868,0.02508734637484043,1488328989.105868,0.11889388021112439,1488327292.906195,37.22584672358268
404,1488327294.425198,88.0,1488327295.545892,38.1,1488327294.196413,0.7256,,,1488327294.289042,308.0,,,,,1488328994.964902,0.15464710844061336,1488328994.964902,0.3337864759204308,1488328994.964902,0.022023367219237106,1488328994.964902,0.10813148218217217,1488327294.425198,37.22505258873474
405,1488327295.846198,87.0,1488327297.016285,38.09,1488327295.6669,0.7248,,,1488327295.757289,332.0,,,,,1488329000.781534,0.1623328422348426,1488329000.781534,0.33378794423295916,1488329000.781534,0.0273254196537328,1488329000.781534,0.12588516281783585,1488327295.846198,37.223163373765324
406,1488327297.3163059,86.0,1488327298.486458,38.11,1488327297.165932,0.727,,,1488327297.2268631,633.0,,,,,1488329006.65437,0.1608087161345775,1488329006.65437,0.33378765053120446,1488329006.65437,0.02625343105320919,1488329006.65437,0.12238506681931882,1488327297.3163059,37.220232777336335
407,1488327298.787277,86.0,1488327299.95631,38.11,1488327298.63609,0.7288,,,1488327298.696861,527.0,,,,,1488329012.6010509,0.15379300628802847,1488329012.6010509,0.3333139404126186,1488329012.6010509,0.02185528874439126,1488329012.6010509,0.10620978970707562,1488327298.787277,37.21744727380394
408,1488327300.256989,86.0,1488327301.427157,38.14,1488327300.106313,0.7298,,,1488327300.19603,243.0,,,,,1488329018.543572,0.15053665235965438,1488329018.543572,0.3333114837222641,1488329018.543572,0.020030555736506472,1488329018.543572,0.09826791762019262,1488327300.256989,37.21480007725418
409,1488327301.7565901,86.0,1488327302.89776,38.1,1488327301.576499,0.7306999999999999,,,1488327301.669182,322.0,,,,,1488329024.565299,0.1517979677775689,1488329024.565299,0.33449204582505415,1488329024.565299,0.019909566117955805,1488329024.565299,0.10099229138969673,1488327301.7565901,37.212284657993614
410,1488327303.226541,86.0,1488327304.366766,38.14,1488327303.046628,0.7313,,,1488327303.136425,312.0,,,,,1488329030.526242,0.152995233260417,1488329030.526242,0.33473402860710166,1488329030.526242,0.01940756928268113,1488329030.526242,0.1048441018914682,1488327303.226541,37.20989474247298
411,1488327304.6967292,86.0,1488327305.8661308,38.13,1488327304.517152,0.732,,,1488327304.606682,286.0,,,,,1488329036.760245,0.15360130939014258,1488329036.760245,0.3352040748486468,1488329036.760245,0.01970884097822127,1488329036.760245,0.10589101234355967,1488327304.6967292,37.207624311398455
412,1488327306.167289,87.0,1488327307.33619,38.13,1488327305.9868648,0.7323999999999999,,,1488327306.0766551,319.0,,,,,1488329042.65086,0.15646602913400445,1488329042.65086,0.3356719186472816,1488329042.65086,0.021900422212607237,1488329042.65086,0.11182574654212452,1488327306.167289,37.20660548803047
413,1488327307.6376169,88.0,1488327308.8063989,38.16,1488327307.486398,0.7319,,,1488327307.5469341,275.0,,,,,1488329048.551332,0.16540905844296158,1488329048.551332,0.3356691145586811,1488329048.551332,0.029059093420861055,1488329048.551332,0.13149896734934258,1488327307.6376169,37.20677585606627
414,1488327309.1069021,90.0,1488327310.276808,38.16,1488327308.956599,0.732,,,1488327309.0180202,332.0,,,,,1488329054.5239308,0.16504377086322655,1488329054.5239308,0.3363752693861764,1488329054.5239308,0.028054395750040338,1488329054.5239308,0.130701647453463,1488327309.1069021,37.209212852293646
415,1488327310.580044,91.0,1488327311.7763531,38.16,1488327310.426928,0.7318000000000001,,,1488327310.516893,276.0,,,,,1488329060.535788,0.1609719225262308,1488329060.535788,0.337080286502061,1488329060.535788,0.024495502576124942,1488329060.535788,0.12133997850050647,1488327310.580044,37.21266264578374
416,1488327312.0474381,91.0,1488327313.2172842,38.16,1488327311.8968,0.7312000000000001,,,1488327311.986449,296.0,,,,,1488329066.5217762,0.15641770973004557,1488329066.5217762,0.33708288841539596,1488329066.5217762,0.020841127929461103,1488329066.5217762,0.11132911284527966,1488327312.0474381,37.21593655037864
417,1488327313.546977,90.0,1488327314.6873999,38.17,1488327313.3668349,0.7313,,,1488327313.457109,618.0,,,,,1488329072.499326,0.15425603568336513,1488329072.499326,0.3380203809676124,1488329072.499326,0.019050428689767415,1488329072.499326,0.10569729739271555,1488327313.546977,37.21790878787266
418,1488327315.016902,88.0,1488327316.2243588,38.14,1488327314.83682,0.731,,,1488327314.926913,574.0,,,,,1488329078.4755661,0.1541514330990889,1488329078.4755661,0.33802021377397634,1488329078.4755661,0.019009835673685048,1488329078.4755661,0.10542424984960536,1488327315.016902,37.21751163842912
419,1488327316.487067,88.0,1488327317.656708,38.16,1488327316.3407419,0.7315,,,1488327316.410605,229.0,,,,,1488329084.4672341,0.15253054331901306,1488329084.4672341,0.3389507596510623,1488329084.4672341,0.01847819144818637,1488329084.4672341,0.1001626788577905,1488327316.487067,37.217134339518054
420,1488327317.9569988,88.0,1488327319.126828,38.17,1488327317.777528,0.7323000000000001,,,1488327317.8965151,328.0,,,,,1488329090.465666,0.1510813203132135,1488329090.465666,0.3403437136612763,1488329090.465666,0.01825346939685576,1488329090.465666,0.09464677788150844,1488327317.9569988,37.21677590925895
421,1488327319.4269938,89.0,1488327320.5971541,38.18,1488327319.276577,0.7332,,,1488327319.337718,277.0,,,,,1488329096.4683142,0.149589954394536,1488329096.4683142,0.3412717804447527,1488329096.4683142,0.017518935162880632,1488329096.4683142,0.08997914757597471,1488327319.4269938,37.21757075659111
422,1488327320.897372,90.0,1488327322.06703,38.18,1488327320.746612,0.7329000000000001,,,1488327320.808275,593.0,,,,,1488329102.465753,0.14808672291795807,1488329102.465753,0.3421994603552093,1488329102.465753,0.016610581706340465,1488329102.465753,0.08545012669232442,1488327320.897372,37.219460868295336
423,1488327322.367838,91.0,1488327323.5370219,38.18,1488327322.2170188,0.7326,,,1488327322.306853,264.0,,,,,1488329108.438775,0.14711948610320344,1488329108.438775,0.3433606292743863,1488329108.438775,0.015655311832650842,1488329108.438775,0.08234251720257314,1488327322.367838,37.2223905442247
424,1488327323.83786,91.0,1488327325.008629,38.2,1488327323.68685,0.7323999999999999,,,1488327323.7776241,312.0,,,,,1488329114.675734,0.14730013163722003,1488329114.675734,0.3452170403015441,1488329114.675734,0.014989579533977887,1488329114.675734,0.08169377507613812,1488327323.83786,37.225172192485516
425,1488327325.337413,90.0,1488327326.477726,38.2,1488327325.157266,0.7323000000000001,,,1488327325.247376,264.0,,,,,1488329120.640244,0.14691373480340605,1488329120.640244,0.3454432894986985,1488329120.640244,0.015217502419974903,1488329120.640244,0.08008041249154474,1488327325.337413,37.22667978180036
426,1488327326.837193,89.0,1488327327.977335,38.2,1488327326.627792,0.7321,,,1488327326.74701,274.0,,,,,1488329126.622695,0.1469833330658689,1488329126.622695,0.34659399915151196,1488329126.622695,0.015440107186953211,1488329126.622695,0.07891589285914147,1488327326.837193,37.22697812794751
427,1488327328.277554,87.0,1488327329.446787,38.18,1488327328.0979369,0.7323999999999999,,,1488327328.187159,300.0,,,,,1488329132.8183959,0.1462101471113581,1488329132.8183959,0.3468241564820107,1488329132.8183959,0.014922744267279077,1488329132.8183959,0.07688354058478453,1488327328.277554,37.22499389874074
428,1488327329.747413,85.0,1488327330.917431,38.21,1488327329.56786,0.7323999999999999,,,1488327329.658046,600.0,,,,,1488329138.917994,0.14654642658275166,1488329138.917994,0.34774560890616074,1488329138.917994,0.014992020360165507,1488329138.917994,0.07690165048192876,1488327329.747413,37.22083893135177
429,1488327331.21738,86.0,1488327332.388224,38.21,1488327331.0668402,0.732,,,1488327331.1276228,589.0,,,,,1488329145.963469,0.14644838461846402,1488329145.963469,0.34820625893909807,1488329145.963469,0.014805466412950672,1488329145.963469,0.07633342850334329,1488327331.21738,37.21802383586967
430,1488327332.69463,86.0,1488327333.857346,38.2,1488327332.666703,0.7321,,,1488327332.6817348,215.0,,,,,1488329151.959161,0.1511952424733501,1488329151.959161,0.34779051872047745,1488329151.959161,0.013483476062644877,1488329151.959161,0.09231173263692795,1488327332.69463,37.21534837079019
431,1488327334.15795,86.0,1488327335.327256,38.23,1488327334.007435,0.7323999999999999,,,1488327334.096967,278.0,,,,,1488329157.94349,0.14756825787893413,1488329157.94349,0.34686299735627785,1488329157.94349,0.012110160573796307,1488329157.94349,0.0837316157067282,1488327334.15795,37.21280596571119
432,1488327335.6279821,86.0,1488327336.7980502,38.23,1488327335.477501,0.7325,,,1488327335.567163,328.0,,,,,1488329163.9446368,0.1449257332507977,1488329163.9446368,0.3461639135621076,1488329163.9446368,0.011331943817040377,1488329163.9446368,0.07728134237324505,1488327335.6279821,37.21039030463761
433,1488327337.127771,86.0,1488327338.2681558,38.23,1488327336.947596,0.7326,,,1488327337.0382552,290.0,,,,,1488329169.967293,0.14275663757971802,1488329169.967293,0.3459320744202287,1488329169.967293,0.010275916367468265,1488329169.967293,0.07206192195145705,1488327337.127771,37.208095324707806
434,1488327338.597592,86.0,1488327339.7672908,38.21,1488327338.418249,0.7323999999999999,,,1488327338.507458,275.0,,,,,1488329175.950927,0.14196654527817074,1488329175.950927,0.344540254290348,1488329175.950927,0.010360532830110476,1488329175.950927,0.07099884871405371,1488327338.597592,37.205915213340575
435,1488327340.06761,85.0,1488327341.237379,38.23,1488327339.917213,0.7326,,,1488327339.977736,290.0,,,,,1488329181.923685,0.14242068836722266,1488329181.923685,0.3440776041384063,1488329181.923685,0.010620092694267932,1488329181.923685,0.07256436826899373,1488327340.06761,37.20270642503652
436,1488327341.538429,85.0,1488327342.707752,38.23,1488327341.358471,0.7323999999999999,,,1488327341.448311,326.0,,,,,1488329187.878434,0.1438810294189568,1488329187.878434,0.34291685103185043,1488329187.878434,0.01167750002777644,1488329187.878434,0.07704873719724352,1488327341.538429,37.1996581272341
437,1488327343.0078201,85.0,1488327344.1776881,38.23,1488327342.8573298,0.7321,,,1488327342.918377,607.0,,,,,1488329193.828213,0.14644741054164104,1488329193.828213,0.3422212193906887,1488329193.828213,0.013104838753415884,1488329193.828213,0.08401617348081848,1488327343.0078201,37.19676265557103
438,1488327344.4783611,85.0,1488327345.647716,38.26,1488327344.327467,0.7325,,,1488327344.388347,272.0,,,,,1488329199.746749,0.1477172924796385,1488329199.746749,0.34129044526968016,1488329199.746749,0.014027481517237109,1488329199.746749,0.08783395065199825,1488327344.4783611,37.19401265454105
439,1488327345.948738,86.0,1488327347.118061,38.24,1488327345.797655,0.7348,,,1488327345.8889642,224.0,,,,,1488329205.68495,0.1468089016404124,1488329205.68495,0.33989100555833063,1488329205.68495,0.013884340186482397,1488329205.68495,0.08665135917642425,1488327345.948738,37.19254038665653
440,1488327347.41822,86.0,1488327348.600481,38.26,1488327347.2677171,0.7363,,,1488327347.357568,325.0,,,,,1488329211.587947,0.14990098030262047,1488329211.587947,0.3389564248000801,1488329211.587947,0.015995512122011432,1488329211.587947,0.09475100398576984,1488327347.41822,37.19114263384675
441,1488327348.921914,86.0,1488327350.058487,38.27,1488327348.763399,0.7372,,,1488327348.829939,313.0,,,,,1488329217.5457752,0.15277431961779436,1488329217.5457752,0.33801971222284666,1488329217.5457752,0.018202663964274782,1488329217.5457752,0.10210058266626165,1488327348.921914,37.1898156541437
442,1488327350.387954,87.0,1488327351.5575879,38.24,1488327350.208451,0.7372,,,1488327350.297766,279.0,,,,,1488329223.471694,0.15148268545130686,1488329223.471694,0.3368475082402784,1488329223.471694,0.01783554623401061,1488329223.471694,0.0997650018796315,1488327350.387954,37.18969498310696
443,1488327351.8578749,87.0,1488327353.027787,38.26,1488327351.6785731,0.7376,,,1488327351.7681768,309.0,,,,,1488329229.413592,0.15406169688627933,1488329229.413592,0.33520591913461945,1488329229.413592,0.019677857686233816,1488329229.413592,0.10730131383798468,1488327351.8578749,37.189580449589485
444,1488327353.329031,87.0,1488327354.498102,38.28,1488327353.148597,0.7375,,,1488327353.238742,594.0,,,,,1488329235.3949282,0.15934356120763984,1488329235.3949282,0.33473963532423257,1488329235.3949282,0.02254503475495069,1488329235.3949282,0.12074601354373629,1488327353.329031,37.18947173693791
445,1488327354.798014,88.0,1488327355.967915,38.28,1488327354.647668,0.7375,,,1488327354.708651,229.0,,,,,1488329241.4686148,0.15880834752817463,1488329241.4686148,0.3352083792858053,1488329241.4686148,0.022366740097448653,1488329241.4686148,0.1188499232012699,1488327354.798014,37.19050674335714
446,1488327356.2684622,88.0,1488327357.437981,38.26,1488327356.1176598,0.7372,,,1488327356.1788318,310.0,,,,,1488329247.460793,0.15691866502842602,1488329247.460793,0.3356772196184622,1488329247.460793,0.021180698290244913,1488329247.460793,0.11389807717657091,1488327356.2684622,37.19148901722511
447,1488327357.7384808,88.0,1488327358.908898,38.27,1488327357.588217,0.7375,,,1488327357.6783528,325.0,,,,,1488329253.482147,0.15504591295064765,1488329253.482147,0.3370874448131701,1488329253.482147,0.019149670486527413,1488329253.482147,0.10890062355224539,1488327357.7384808,37.192421325226704
448,1488327359.2092319,88.0,1488327360.378747,38.28,1488327359.0581849,0.7372,,,1488327359.148683,280.0,,,,,1488329259.525847,0.15314828753346166,1488329259.525847,0.33825606981350065,1488329259.525847,0.01801576715464395,1488329259.525847,0.1031730256322404,1488327359.2092319,37.19330627696506
449,1488327360.708701,88.0,1488327361.8779168,38.27,1488327360.528167,0.7364,,,1488327360.62114,307.0,,,,,1488329265.5716171,0.1517809366931012,1488329265.5716171,0.3382540496232525,1488329265.5716171,0.017459485620667577,1488329265.5716171,0.09962927483538352,1488327360.708701,37.19414633559614
